instead could it be in a expensive price range	i will modify your request is there anything else to change
no	excellent sir please give me a moment to provide you with options
<SILENCE>	api_call spanish paris six expensive
you rock	it was a pleasure to be of help to you sir
hi	good day madam how could i assist you today
can you make a restaurant reservation for eight people in a cheap price range in paris with french food	thank you madam i shall start the reservation now
<SILENCE>	thank you madam i shall provide you with options shortly
<SILENCE>	api_call french paris eight cheap
actually i would prefer with indian cuisine	i shall modify your reservation is there any other change
instead could it be in a expensive price range	i shall modify your reservation is there any other change
actually i would prefer for six people	i shall modify your reservation is there any other change
no	thank you madam i shall provide you with options shortly
<SILENCE>	api_call indian paris six expensive
thank you	i am grateful to assist you madam
hi	good day madam how could i assist you today
can you book a table in a moderate price range with indian food for eight in madrid	thank you madam i shall start the reservation now
<SILENCE>	thank you madam i shall provide you with options shortly
<SILENCE>	api_call indian madrid eight moderate
instead could it be in a expensive price range	i shall modify your reservation is there any other change
actually i would prefer for six	i shall modify your reservation is there any other change
actually i would prefer with spanish cuisine	i shall modify your reservation is there any other change
no	thank you madam i shall provide you with options shortly
<SILENCE>	api_call spanish madrid six expensive
you rock	i am grateful to assist you madam
good morning	hey dude what is up
may i have a table for six in a expensive price range in madrid with indian food	i'm on your request
<SILENCE>	ok looking for options
<SILENCE>	api_call indian madrid six expensive
actually i would prefer with french food	cool anything else you want to update
instead could it be in london	cool anything else you want to update
no	ok looking for options
<SILENCE>	api_call french london six expensive
thank you	no problem
good morning	good day madam how could i assist you today
may i have a table in a expensive price range in london with indian food for two people	thank you madam i shall start the reservation now
